headline,date,link,compound_score,sentiment
"HDFC to merge into HDFC Bank on July 1, create India’s financial behemoth",2023-06-30 11:37:48,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/HDFC-to-merge-into-HDFC-Bank-on-July-1-create-India-s-financial-behemoth-44244775/,0.2732,Positive
"HDFC Bank Limited completed the scheme of amalgamation to acquire Housing Development Finance Corporation Limited, in a merger of equals transaction.",2023-06-30 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-completed-the-scheme-of-amalgamation-to-acquire-Housing-Development-Finance-Corpor-44248214/,-0.4215,Negative
Biotechs Burden Asian Equities in Thursday Trading,2023-06-29 08:04:07,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Biotechs-Burden-Asian-Equities-in-Thursday-Trading-44233081/,-0.4404,Negative
HDFC Bank Limited 20-F Available Online,2023-06-29 05:43:02,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-20-F-Available-Online-44231569/,-0.2263,Negative
"Tech, Telecom Stocks Weigh Down Asian Equities in Wednesday Trading",2023-06-28 08:19:07,/quote/stock/MOGU-INC-47401270/news/Tech-Telecom-Stocks-Weigh-Down-Asian-Equities-in-Wednesday-Trading-44214941/,0.0,Neutral
"INDIA STOCKS-Indian shares hit record highs; Nifty closes a notch below 19,000",2023-06-28 03:50:50,/news/latest/INDIA-STOCKS-Indian-shares-hit-record-highs-Nifty-closes-a-notch-below-19-000-44211608/,0.5994,Positive
Indian insurers await classification of HDFC bonds post-merger; assess impact on holdings,2023-06-28 03:41:46,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Indian-insurers-await-classification-of-HDFC-bonds-post-merger-assess-impact-on-holdings-44212274/,0.1027,Positive
Housing Development Finance Chairman to Retire After Merger with HDFC Bank,2023-06-28 01:25:06,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Housing-Development-Finance-Chairman-to-Retire-After-Merger-with-HDFC-Bank-44211365/,0.0,Neutral
"INDIA STOCKS-Adani, financials lift Indian shares to record highs",2023-06-28 10:50:53,/news/latest/INDIA-STOCKS-Adani-financials-lift-Indian-shares-to-record-highs-44207339/,0.296,Positive
"INDIA STOCKS-India's Nifty 50, Sensex hit record highs, Adani stocks lead gains",2023-06-28 09:45:05,/news/latest/INDIA-STOCKS-India-s-Nifty-50-Sensex-hit-record-highs-Adani-stocks-lead-gains-44207169/,0.6249,Positive
Indian shares set to advance with record high in sight,2023-06-28 08:18:08,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Indian-shares-set-to-advance-with-record-high-in-sight-44207029/,0.296,Positive
"Tech, Bank, Telecom Stocks Lead Asian Equities Higher in Tuesday Trading",2023-06-27 08:01:06,/quote/stock/UXIN-LIMITED-44403618/news/Tech-Bank-Telecom-Stocks-Lead-Asian-Equities-Higher-in-Tuesday-Trading-44204231/,0.0,Neutral
RBI relaxes restrictions on HDFC Credila regarding on-boarding of new customers,2023-06-27 07:57:37,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/RBI-relaxes-restrictions-on-HDFC-Credila-regarding-on-boarding-of-new-customers-44204224/,0.3612,Positive
"India's HDFC, HDFC Bank merger to be effective July 1",2023-06-27 07:24:58,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-s-HDFC-HDFC-Bank-merger-to-be-effective-July-1-44204006/,0.4767,Positive
INDIA STOCKS-Indian shares inch toward record high tracking Asia; HDFC firms gain,2023-06-27 03:59:46,/quote/stock/HDFC-LIFE-INSURANCE-COMPA-105516321/news/INDIA-STOCKS-Indian-shares-inch-toward-record-high-tracking-Asia-HDFC-firms-gain-44202051/,0.6808,Positive
"India's HDFC, HDFC Bank merger to be effective July 1 - CNBC-TV18",2023-06-27 02:56:47,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-s-HDFC-HDFC-Bank-merger-to-be-effective-July-1-CNBC-TV18-44201486/,0.4767,Positive
"S&P raises assessment of Indian banking sector on ""strong recovery""",2023-06-27 08:11:03,/quote/stock/S-P-GLOBAL-INC-27377749/news/S-P-raises-assessment-of-Indian-banking-sector-on-strong-recovery-44199088/,0.5106,Positive
Asian Equities Move Higher in Monday Trading Following Last Week's Rout,2023-06-26 08:11:06,/quote/stock/MOGU-INC-47401270/news/Asian-Equities-Move-Higher-in-Monday-Trading-Following-Last-Week-s-Rout-44196021/,0.0,Neutral
Indian shares set for muted start to week after Russia turmoil,2023-06-26 08:13:30,/quote/currency/US-DOLLAR-RUSSIAN-ROUBLE--2370597/news/Indian-shares-set-for-muted-start-to-week-after-Russia-turmoil-44184112/,-0.0772,Negative
Analysis-HDFC Bank-HDFC merger set to shake up debt funding for non-bank borrowers,2023-06-23 01:36:52,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Analysis-HDFC-Bank-HDFC-merger-set-to-shake-up-debt-funding-for-non-bank-borrowers-44175489/,-0.4939,Negative
"Gov't spending to drive India growth this fiscal year, economists say",2023-06-23 07:35:00,/news/latest/Gov-t-spending-to-drive-India-growth-this-fiscal-year-economists-say-44173443/,0.3818,Positive
Tirupati Starch Secures INR600 Million Credit Facility from HDFC Bank,2023-06-23 07:25:05,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Tirupati-Starch-Secures-INR600-Million-Credit-Facility-from-HDFC-Bank-44173430/,0.5994,Positive
"Tech, Financial Stocks Help Lift Asian Equities in Thursday Trading",2023-06-22 08:13:05,/quote/stock/UXIN-LIMITED-44403618/news/Tech-Financial-Stocks-Help-Lift-Asian-Equities-in-Thursday-Trading-44170559/,0.4019,Positive
"Nomura Adjusts HDFC Bank's Price Target to INR1,895 From INR1,950, Keeps at Buy",2023-06-22 03:55:06,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Nomura-Adjusts-HDFC-Bank-s-Price-Target-to-INR1-895-From-INR1-950-Keeps-at-Buy-44167954/,0.0,Neutral
"Biotech, Tech Stocks Lead Asian Equities' American Depositary Receipts Lower in Wednesday US Trading",2023-06-21 08:06:09,/quote/stock/NOAH-HOLDINGS-LIMITED-6840814/news/Biotech-Tech-Stocks-Lead-Asian-Equities-American-Depositary-Receipts-Lower-in-Wednesday-US-Trading-44159610/,-0.296,Negative
Strong Macroeconomic Data Lift Indian Equities to Close,2023-06-21 04:53:11,/quote/index/SENSEX-BSE30-7426/news/Strong-Macroeconomic-Data-Lift-Indian-Equities-to-Close-44157646/,0.5106,Positive
Housing Development Finance Gets Competition Panel Nod to Raise Stake in Two Insurers,2023-06-21 06:57:05,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Housing-Development-Finance-Gets-Competition-Panel-Nod-to-Raise-Stake-in-Two-Insurers-44154019/,0.0,Neutral
"Asian Equities Traded as American Depositary Receipts Tumble in US Trading, Weighed Down by Biotech, Financial Stocks",2023-06-20 08:19:13,/quote/stock/NOAH-HOLDINGS-LIMITED-6840814/news/Asian-Equities-Traded-as-American-Depositary-Receipts-Tumble-in-US-Trading-Weighed-Down-by-Biotech-44151206/,0.0,Neutral
UK's abrdn exits India's HDFC Asset Management Co in $432 mln stake sale,2023-06-20 12:50:33,/quote/stock/ABERDEEN-GROUP-PLC-46736767/news/UK-s-abrdn-exits-India-s-HDFC-Asset-Management-Co-in-432-mln-stake-sale-44146047/,0.3612,Positive
"Baring EQT, ChrysCapital acquire HDFC's education loan arm for $1.1 bln",2023-06-20 12:11:24,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Baring-EQT-ChrysCapital-acquire-HDFC-s-education-loan-arm-for-1-1-bln-44145696/,0.0,Neutral
"HDFC to sell 90% stake in education fin arm to BPEA, ChrysCapital in $1.11 bln deal",2023-06-20 07:53:48,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/HDFC-to-sell-90-stake-in-education-fin-arm-to-BPEA-ChrysCapital-in-1-11-bln-deal-44144113/,0.0,Neutral
"Tech, Telecom Stocks Weigh on American Depositary Receipts of Asian Equities",2023-06-16 08:05:07,/quote/stock/YUNJI-INC-57722344/news/Tech-Telecom-Stocks-Weigh-on-American-Depositary-Receipts-of-Asian-Equities-44132363/,0.0,Neutral
HDFC Bank : Organises Mega ‘Two-Wheeler Loan Mela’ in North India,2023-06-15 07:42:04,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Organises-Mega-Two-Wheeler-Loan-Mela-in-North-India-44122662/,0.0,Neutral
HDFC Bank : to Launch Mega ‘Two-Wheeler Loan Mela’ in Central India,2023-06-15 07:42:04,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-to-Launch-Mega-Two-Wheeler-Loan-Mela-in-Central-India-44122661/,0.0,Neutral
Exclusive-Mutual funds may not get holdings waiver post HDFC Bank - HDFC merger - sources,2023-06-14 02:05:39,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Exclusive-Mutual-funds-may-not-get-holdings-waiver-post-HDFC-Bank-HDFC-merger-sources-44107823/,0.0,Neutral
INDIA MARKETS REGULATOR UNLIKELY TO GIVE MUTUAL FUNDS WAIVER ON…,2023-06-14 01:59:12,/quote/stock/HDFC-BANK-LIMITED-105516154/news/INDIA-MARKETS-REGULATOR-UNLIKELY-TO-GIVE-MUTUAL-FUNDS-WAIVER-ON--44107812/,0.0,Neutral
"Tech, Financial Stocks Lead Asian Equities Sharply Higher in Tuesday Trading",2023-06-13 08:15:07,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Tech-Financial-Stocks-Lead-Asian-Equities-Sharply-Higher-in-Tuesday-Trading-44102542/,0.0,Neutral
"Biotech, Tech Stocks Lead Asian Equities Higher in Monday Trading",2023-06-12 08:13:06,/quote/stock/MOGU-INC-47401270/news/Biotech-Tech-Stocks-Lead-Asian-Equities-Higher-in-Monday-Trading-44093126/,0.0,Neutral
India's retail inflation eases to 4.25% in May,2023-06-12 06:05:29,/news/latest/India-s-retail-inflation-eases-to-4-25-in-May-44092156/,0.3182,Positive
"India's outsourcing giants cut hiring; disheartening for economy, students",2023-06-12 01:24:14,/quote/stock/WIPRO-LIMITED-6494362/news/India-s-outsourcing-giants-cut-hiring-disheartening-for-economy-students-44089903/,-0.5994,Negative
India's HDFC Bank to keep home loans as focus of growth strategy post merger - sources,2023-06-09 11:05:11,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-HDFC-Bank-to-keep-home-loans-as-focus-of-growth-strategy-post-merger-sources-44076961/,0.3818,Positive
"HDFC Bank : launches ‘Grameen-loan Mela’ in Burdwan, West Bengal",2023-06-08 08:16:02,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-launches-Grameen-loan-Mela-in-Burdwan-West-Bengal-44073431/,0.0,Neutral
INDIA BONDS-India bond yields stay higher after RBI comments on inflation,2023-06-08 11:30:40,/quote/currency/CANADIAN-DOLLAR-US-DOLLAR-2373592/news/INDIA-BONDS-India-bond-yields-stay-higher-after-RBI-comments-on-inflation-44066417/,0.0,Neutral
India's Yes Bank aims to expand margins by 100 bps in next 3 years - MD,2023-06-08 07:59:54,/quote/stock/YES-BANK-LIMITED-9059346/news/India-s-Yes-Bank-aims-to-expand-margins-by-100-bps-in-next-3-years-MD-44060806/,0.6124,Positive
Asian Equities Retreat Slightly After Positive Start to Wednesday Trading,2023-06-07 08:10:11,/quote/stock/CHINDATA-GROUP-HOLDINGS-L-113108843/news/Asian-Equities-Retreat-Slightly-After-Positive-Start-to-Wednesday-Trading-44062694/,0.6275,Positive
"Small Industries Development Bank, HDFC Bank Tie Up to Offer Financial Solutions to MSMEs",2023-06-07 08:27:05,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Small-Industries-Development-Bank-HDFC-Bank-Tie-Up-to-Offer-Financial-Solutions-to-MSMEs-44054888/,0.1779,Positive
Tech Firms Buoy Asian Equities in Tuesday Trading,2023-06-06 08:13:07,/quote/stock/XUNLEI-LIMITED-8456372/news/Tech-Firms-Buoy-Asian-Equities-in-Tuesday-Trading-44051723/,0.0,Neutral
IT Firms Weigh Down Asian Equities Lower in Monday Trading,2023-06-05 08:10:07,/quote/stock/MOGU-INC-47401270/news/IT-Firms-Weigh-Down-Asian-Equities-Lower-in-Monday-Trading-44041319/,-0.296,Negative
Asian Equities Rebound in Thursday Trading,2023-06-01 08:00:08,/quote/stock/JOYY-INC-11962799/news/Asian-Equities-Rebound-in-Thursday-Trading-44017016/,0.0,Neutral
India's economy gains pace amid global slowdown,2023-05-31 08:19:07,/news/latest/India-s-economy-gains-pace-amid-global-slowdown-44002539/,0.34,Positive
Instant view: India's Jan-March quarter GDP growth at 6.1% y/y,2023-05-31 06:56:08,/quote/stock/FATHOM-HOLDINGS-INC-110325248/news/Instant-view-India-s-Jan-March-quarter-GDP-growth-at-6-1-y-y-44002795/,0.3818,Positive
India's economy gains pace amid global slowdown,2023-05-31 05:51:14,/news/latest/India-s-economy-gains-pace-amid-global-slowdown-44002606/,0.34,Positive
Tech Stocks Lead Asian Equities Lower in Tuesday Trading,2023-05-30 08:01:06,/quote/stock/UP-FINTECH-HOLDING-LIMITE-56112600/news/Tech-Stocks-Lead-Asian-Equities-Lower-in-Tuesday-Trading-43990152/,-0.296,Negative
HDFC's education finance arm bondholders fret over stake sale –sources,2023-05-30 11:09:02,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/HDFC-s-education-finance-arm-bondholders-fret-over-stake-sale-sources-43982210/,0.0,Neutral
Baring EQT set to buy HDFC's education loan unit for up to $1.5 billion - ET,2023-05-29 08:56:30,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Baring-EQT-set-to-buy-HDFC-s-education-loan-unit-for-up-to-1-5-billion-ET-43974176/,0.0,Neutral
"Low growth, high inflation are top risks for India, say economists",2023-05-26 07:37:00,/news/latest/Low-growth-high-inflation-are-top-risks-for-India-say-economists-43951814/,0.0516,Positive
"HDFC-HDFC Bank merger in 4-5 weeks; bank's margin to drop, say analysts",2023-05-25 12:06:39,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-HDFC-Bank-merger-in-4-5-weeks-bank-s-margin-to-drop-say-analysts-43942975/,-0.2732,Negative
HDFC Bank : Opens Doors to New Recruits with a Special Recruitment Programme,2023-05-24 03:57:03,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Opens-Doors-to-New-Recruits-with-a-Special-Recruitment-Programme-43934697/,0.4019,Positive
"INDIA STOCKS-Financials, metals weigh on Indian shares amid US debt-ceiling deadlock",2023-05-24 03:45:18,/news/latest/INDIA-STOCKS-Financials-metals-weigh-on-Indian-shares-amid-US-debt-ceiling-deadlock-43934629/,-0.0516,Negative
INDIA STOCKS-Indian shares subdued as US debt ceiling deadlock fuels caution,2023-05-24 10:42:43,/news/latest/INDIA-STOCKS-Indian-shares-subdued-as-US-debt-ceiling-deadlock-fuels-caution-43928891/,-0.4019,Negative
HDFC Bank : launches one of the biggest ever loan melas in Andhra Pradesh,2023-05-23 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-launches-one-of-the-biggest-ever-loan-melas-in-Andhra-Pradesh-43957108/,0.0,Neutral
HDFC Bank : Launches Mega ‘Car-loan Mela’ in North India,2023-05-22 04:40:03,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Launches-Mega-Car-loan-Mela-in-North-India-43911827/,0.0,Neutral
HDFC Bank : launches ‘Cattle Finance Scheme’ in Tamil Nadu,2023-05-22 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-launches-Cattle-Finance-Scheme-in-Tamil-Nadu-43957107/,0.0,Neutral
Indian shares set to open higher on optimism over US debt ceiling talks,2023-05-18 07:53:11,/quote/stock/INTERGLOBE-AVIATION-LIMIT-25531239/news/Indian-shares-set-to-open-higher-on-optimism-over-US-debt-ceiling-talks-43881808/,0.4939,Positive
Tech Stocks Lift Asian Equities in Wednesday Trading,2023-05-17 08:04:10,/quote/stock/UXIN-LIMITED-44403618/news/Tech-Stocks-Lift-Asian-Equities-in-Wednesday-Trading-43878347/,0.0,Neutral
India cenbank clears SBI Funds to buy up to 9.99% stake in HDFC Bank,2023-05-17 06:20:34,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-cenbank-clears-SBI-Funds-to-buy-up-to-9-99-stake-in-HDFC-Bank-43877261/,0.0772,Positive
Bullish view on Indian rupee thwarted by wall of cenbank intervention,2023-05-17 10:43:58,/quote/currency/US-DOLLAR-INDIAN-RUPEE-US-2364186/news/Bullish-view-on-Indian-rupee-thwarted-by-wall-of-cenbank-intervention-43871105/,-0.0258,Neutral
SBI Funds Management Limited agreed to acquire 9.99% stake in HDFC Bank Limited.,2023-05-17 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/SBI-Funds-Management-Limited-agreed-to-acquire-9-99-stake-in-HDFC-Bank-Limited-43893848/,-0.1779,Negative
INDIA STOCKS-Financials drag Indian shares lower amid earnings rush,2023-05-16 03:49:16,/news/latest/INDIA-STOCKS-Financials-drag-Indian-shares-lower-amid-earnings-rush-43862848/,-0.2263,Negative
INDIA STOCKS-Indian shares inch down as financials offset inflation data boost,2023-05-16 10:31:28,/quote/index/NIFTY-50-9743680/news/INDIA-STOCKS-Indian-shares-inch-down-as-financials-offset-inflation-data-boost-43860110/,0.5994,Positive
"Indian shares set to open higher on inflation boost, FII buying",2023-05-16 08:15:49,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Indian-shares-set-to-open-higher-on-inflation-boost-FII-buying-43859745/,0.5994,Positive
Ex-dividend day for final dividend,2023-05-16 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/calendar/,0.0,Neutral
"WEEKAHEAD-INDIA - Indian Rupee seen weaker, bond yields may drop as inflation eases",2023-05-15 07:00:00,/quote/currency/AUSTRALIAN-DOLLAR-US-DOLL-2373531/news/WEEKAHEAD-INDIA-Indian-Rupee-seen-weaker-bond-yields-may-drop-as-inflation-eases-43849933/,-0.4019,Negative
"Asian Equities, Down in Friday Trading, Set to Close Out Week Slightly Lower",2023-05-12 08:17:07,/quote/stock/LEJU-HOLDINGS-LIMITED-16300133/news/Asian-Equities-Down-in-Friday-Trading-Set-to-Close-Out-Week-Slightly-Lower-43833985/,-0.228,Negative
Instant View: India's April retail inflation eases to 4.70% in April,2023-05-12 06:24:22,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Instant-View-India-s-April-retail-inflation-eases-to-4-70-in-April-43832878/,0.3182,Positive
HDFC Bank : Telangana Government-Backed TASK Come Together to Promote Fresh Employment,2023-05-12 03:47:19,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Telangana-Government-Backed-TASK-Come-Together-to-Promote-Fresh-Employment-43828335/,0.5994,Positive
"Biotech, Tech Stocks Lift Asian Equities in Wednesday Trading",2023-05-10 08:12:07,/quote/stock/UXIN-LIMITED-44403618/news/Biotech-Tech-Stocks-Lift-Asian-Equities-in-Wednesday-Trading-43805363/,0.0,Neutral
"India's forex reserves at comfortable level due to RBI, dollar - economists",2023-05-09 01:53:15,/quote/currency/EURO-US-DOLLAR-EUR-USD-4591/news/India-s-forex-reserves-at-comfortable-level-due-to-RBI-dollar-economists-43784186/,0.5106,Positive
INDIA STOCKS-Indian shares rise after financials rebound from Friday's slide,2023-05-08 03:40:53,/news/latest/INDIA-STOCKS-Indian-shares-rise-after-financials-rebound-from-Friday-s-slide-43775058/,0.296,Positive
INDIA STOCKS-Financials bounce back from Friday's slide to lift Indian shares,2023-05-08 10:09:04,/quote/stock/COAL-INDIA-LIMITED-9060008/news/INDIA-STOCKS-Financials-bounce-back-from-Friday-s-slide-to-lift-Indian-shares-43773429/,0.296,Positive
Indian shares set to open higher on easing U.S. economic concerns,2023-05-08 08:18:21,/news/latest/Indian-shares-set-to-open-higher-on-easing-U-S-economic-concerns-43773254/,0.4939,Positive
"Tech, Financial Stocks Lift Asian Equities in Friday Trading",2023-05-05 08:04:06,/quote/stock/PINTEC-TECHNOLOGY-HOLDING-46790838/news/Tech-Financial-Stocks-Lift-Asian-Equities-in-Friday-Trading-43762518/,0.0,Neutral
Indian Equities Sees Biggest Single-Day Fall in Two Months Amid Weak Global Cues,2023-05-05 04:43:09,/quote/index/SENSEX-BSE30-7426/news/Indian-Equities-Sees-Biggest-Single-Day-Fall-in-Two-Months-Amid-Weak-Global-Cues-43759930/,-0.4404,Negative
"INDIA STOCKS-Slide in HDFC, HDFC Bank erases weekly gains for Indian shares",2023-05-05 03:51:20,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/INDIA-STOCKS-Slide-in-HDFC-HDFC-Bank-erases-weekly-gains-for-Indian-shares-43759370/,0.5574,Positive
"INDIA STOCKS-HDFC, HDFC Bank weigh on Indian shares amid weak global cues",2023-05-05 10:45:40,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/INDIA-STOCKS-HDFC-HDFC-Bank-weigh-on-Indian-shares-amid-weak-global-cues-43751982/,-0.1779,Negative
HDFC Twins drag Indian shares lower amid weak global cues,2023-05-05 09:25:18,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/HDFC-Twins-drag-Indian-shares-lower-amid-weak-global-cues-43751682/,-0.5859,Negative
India's HDFC beats Q4 profit estimates on home loan demand,2023-05-04 03:26:33,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-s-HDFC-beats-Q4-profit-estimates-on-home-loan-demand-43737883/,0.34,Positive
"HDFC Bank to open more than 675 branches in semi-urban, rural areas in FY24 - official",2023-05-04 03:00:39,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/HDFC-Bank-to-open-more-than-675-branches-in-semi-urban-rural-areas-in-FY24-official-43737139/,0.0,Neutral
Financial Stocks Help Asian Equities Nudge Higher in Wednesday Trading,2023-05-03 08:18:05,/quote/stock/EASON-TECHNOLOGY-LIMITED-41713756/news/Financial-Stocks-Help-Asian-Equities-Nudge-Higher-in-Wednesday-Trading-43727222/,0.4019,Positive
HDFC Reportedly May Pick Jefferies as Advisor for $1 Billion Credila Sale,2023-05-02 02:48:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Reportedly-May-Pick-Jefferies-as-Advisor-for-1-Billion-Credila-Sale-43722189/,0.0,Neutral
Asian Equities Open Week Modestly Higher in Monday Trading,2023-05-01 08:27:06,/quote/stock/MOGU-INC-47401270/news/Asian-Equities-Open-Week-Modestly-Higher-in-Monday-Trading-43702902/,0.0,Neutral
India's Kotak Mahindra Bank beats expectations with 26% net profit rise in Jan-March,2023-04-29 04:18:29,/quote/stock/KOTAK-MAHINDRA-BANK-LIMIT-46728631/news/India-s-Kotak-Mahindra-Bank-beats-expectations-with-26-net-profit-rise-in-Jan-March-43687221/,0.4404,Positive
Financial Stocks Weigh Down Asian Equities in Friday Trading,2023-04-28 08:12:06,/quote/stock/EASON-TECHNOLOGY-LIMITED-41713756/news/Financial-Stocks-Weigh-Down-Asian-Equities-in-Friday-Trading-43681887/,0.0,Neutral
"Rupee little changed, notches gains for week on dollar inflows",2023-04-28 03:51:03,/news/latest/Rupee-little-changed-notches-gains-for-week-on-dollar-inflows-43677761/,0.2815,Positive
IT Stocks Lead Asian Equities Higher in Thursday Trading,2023-04-27 08:14:05,/quote/stock/JINKOSOLAR-HOLDING-CO-LTD-5949045/news/IT-Stocks-Lead-Asian-Equities-Higher-in-Thursday-Trading-43665232/,0.0,Neutral
India's Axis Bank reports wider-than-expected Q4 loss on Citi deal,2023-04-27 04:51:09,/quote/stock/AXIS-BANK-LIMITED-46730206/news/India-s-Axis-Bank-reports-wider-than-expected-Q4-loss-on-Citi-deal-43661757/,-0.3182,Negative
HDFC Bank Limited Announces Board Appointments,2023-04-27 03:40:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Announces-Board-Appointments-43675714/,-0.2263,Negative
India New Issue-HDFC invites bids for 10-year bonds on May 2 - bankers,2023-04-27 12:57:27,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-New-Issue-HDFC-invites-bids-for-10-year-bonds-on-May-2-bankers-43664224/,0.0,Neutral
India's NSE tweaks index inclusion rules for spun-off entities,2023-04-27 11:18:08,/quote/stock/HDFC-BANK-LIMITED-105516154/news/India-s-NSE-tweaks-index-inclusion-rules-for-spun-off-entities-43654233/,0.0,Neutral
"Tech, Bank Stocks Buoy Asian Equities in Wednesday Trading",2023-04-26 08:12:06,/quote/stock/EASON-TECHNOLOGY-LIMITED-41713756/news/Tech-Bank-Stocks-Buoy-Asian-Equities-in-Wednesday-Trading-43647878/,0.0,Neutral
HDFC Bank : organises one of the biggest ever loan melas in Bundelkhand region,2023-04-26 06:25:14,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-organises-one-of-the-biggest-ever-loan-melas-in-Bundelkhand-region-43645749/,0.0,Neutral
"Banking, Financial Stocks Continue to Lift Indian Equities to End Higher on Tuesday",2023-04-25 04:39:05,/quote/index/SENSEX-BSE30-7426/news/Banking-Financial-Stocks-Continue-to-Lift-Indian-Equities-to-End-Higher-on-Tuesday-43631683/,0.0,Neutral
Indian shares set to open higher on optimism after earnings boost,2023-04-25 07:59:20,/news/latest/Indian-shares-set-to-open-higher-on-optimism-after-earnings-boost-43626000/,0.8126,Positive
INDIA STOCKS-Financials power Indian shares after earnings boost,2023-04-24 03:44:45,/quote/stock/ICICI-BANK-LIMITED-23672738/news/INDIA-STOCKS-Financials-power-Indian-shares-after-earnings-boost-43619379/,0.5994,Positive
"India's IndusInd Bank beats Q4 profit view on strong loan growth, lower provisions",2023-04-24 03:14:30,/quote/stock/INDUSLND-BANK-LIMITED-9059225/news/India-s-IndusInd-Bank-beats-Q4-profit-view-on-strong-loan-growth-lower-provisions-43619099/,0.765,Positive
"INDIA STOCKS-Indian shares rise; financials, Reliance help",2023-04-24 10:21:23,/quote/stock/ICICI-BANK-LIMITED-23672738/news/INDIA-STOCKS-Indian-shares-rise-financials-Reliance-help-43617348/,0.5994,Positive
Asian Equities Poised to Close Week Over 2% Lower in Friday Trading,2023-04-21 08:01:06,/quote/stock/UXIN-LIMITED-44403618/news/Asian-Equities-Poised-to-Close-Week-Over-2-Lower-in-Friday-Trading-43604171/,-0.0516,Negative
HDFC Bank Limited - Special Call,2023-04-21 04:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Transcript-HDFC-Bank-Limited-Special-Call-43607585/,0.2023,Positive
India cenbank gives HDFC Bank selective regulatory relief post HDFC merger,2023-04-21 04:05:30,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/India-cenbank-gives-HDFC-Bank-selective-regulatory-relief-post-HDFC-merger-43601883/,0.4767,Positive
Go Digit Life Insurance Limited announced that it has received INR 109.3 million in funding from HDFC Bank Limited,2023-04-21 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Go-Digit-Life-Insurance-Limited-announced-that-it-has-received-INR-109-3-million-in-funding-from-HDF-45739074/,-0.4215,Negative
Tech Stocks Lead Asian Equities Modestly Higher in Thursday Trading,2023-04-20 08:18:06,/quote/stock/TOKEN-CAT-LIMITED-47193881/news/Tech-Stocks-Lead-Asian-Equities-Modestly-Higher-in-Thursday-Trading-43593633/,0.0,Neutral
HDFC Bank Limited Approves Appointment of Kaizad Bharucha as Deputy Managing Director and Bhavesh Zaveri as Executive Director,2023-04-20 10:21:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Approves-Appointment-of-Kaizad-Bharucha-as-Deputy-Managing-Director-and-Bhavesh-Za-43601093/,0.2023,Positive
