Text,Date,label
Banks may seek wilful defaulter tag for Biyani after forensic audit,29-05-2022,Neutral
"Many automobile segments in India have now become crowded. Because of this, there are some cars that flow under the radar and are not being talked about in the media. Here, are 10 of them.",29-05-2022,Negative
Buch is also focusing on how quickly officers can complete the target and the quality of their work,29-05-2022,Neutral
"Fund managers who were buying a security in one of their schemes were selling the same in another scheme they managed, say sources",29-05-2022,Neutral
"Porsche India will be inaugurating its first ‘Porsche Approved’ pre-owned car programme at its Kochi showroom on June 8, 2022.",29-05-2022,Neutral
"Despite a poor market, most small cap and penny stocks have reached their upper circuit, which is the maximum intraday price at which a stock can touch, and hence there are no sellers and only buyers.",29-05-2022,Negative
"As many as 7,000-8,000 startup employees have lost their jobs across verticals in 2022 so far",30-05-2022,Negative
Mahindra launched new generation Thar in the market in 2020 and it quickly became popular among SUV enthusiasts. The Thar competes with Force Gurkha in this segment. Thar became so popular in this segment that it still has a long waiting period on it.,30-05-2022,Neutral
"On Monday, Bitcoin led other cryptocurrencies in a spirited rally after an eight-week sell-off that saw the BTC price drop as low as $26,000.",30-05-2022,Positive
Here are four macroeconomic questions which the GDP statistics will give some clarity on. | Latest News India,30-05-2022,Neutral
"Taking to Twitter, the DIPAM Secretary wrote, 'Government of India received ₹471.5 crore as disinvestment proceeds from Paradeep Phosphates IPO through sale of GoI's residual stake'",30-05-2022,Neutral
"IRCTC, the catering and tourism arm of Indian Railways, reported 103% growth in revenue from operations to ₹691 crore",30-05-2022,Positive
"Number of BabyDoge holders has increased to new historic peak since February, leaving Shiba Inu behind",30-05-2022,Neutral
"Delhivery Limited, India's largest fully-integrated logistics provider, grew revenue by 63 percent year on year to Rs. 7,241 crore in FY22.",30-05-2022,Positive
"In 2009 Volkswagen introduced the Volkswagen Beetle in India. In comparison to the previous generation Beetle, the one introduced in India was larger in terms of size. It offered 2 doors and can accommodate 4 people.",30-05-2022,Neutral
Economists have a wide range of growth forecasts from 2.8% to 5.5% for the January-March quarter of FY22. The government is scheduled to release Q4 FY22 GDP numbers tomorrow,30-05-2022,Neutral
"The govt may shortly initiate negotiations with Russia, Australia, Indonesia and South Africa to help state-run Coal India import coal at a discounted rate as an emergency measure to avoid a fuel shortage for the country’s strained power plants and create buffer stocks, two govt officials aware of the plan said",31-05-2022,Neutral
The UK government is reportedly looking at passing stablecoin regulation after the recent collapse of the TerraUSD token.,31-05-2022,Neutral
A similar asset sale deal is also being explored by Future Group’s promoters for Future Consumer,31-05-2022,Neutral
"Terra’s new LUNA token has surged nearly 54% on news that it has been listed on the world’s biggest cryptocurrency exchange, Binance.",31-05-2022,Positive
"China’s Caixin/Markit manufacturing Purchasing Managers' Index for May came in at 48.1, still below the 50-level mark that separates expansion from contraction.",31-05-2022,Negative
Employees seek help from Tamil Nadu government,31-05-2022,Neutral
Read below to learn more about these three upcoming compact SUVs,31-05-2022,Neutral
The attractive price tag is one of the main reason behind the rising popularity of this segment. Here we have a video where luxury sedans and SUVs are available for sale at attractive prices.,31-05-2022,Positive
"(Kitco News) - The gold market remains under pressure and below $1,850 an ounce; but the precious metal is seeing little reaction from stronger-than-expected U.S. consumer confidence.",31-05-2022,Negative
"Exclusive to Kitco News, technical analyst Gary Wagner provides a daily recap of what happened in the gold market, highlighting important events that captured investors' attention during the U.S. trading session. Wagner's commentary features a mix of fundamental news and technical analysis, noting important support and resistance levels.",31-05-2022,Neutral
"Two-thirds of his equity portfolio is in PPFAS shares, rest in its equity mutual fund schemes",01-06-2022,Neutral
"Mahindra Thar is currently the most affordable proper 4x4 SUV in the Indian market. Mahindra is selling the Thar with petrol as well as a diesel engine. Here, we have a rendering of the Thar with an electric powertrain.",01-06-2022,Neutral
Mercedes-AMG will produce only 275 examples of the One.,01-06-2022,Neutral
Value of LIC’s loss-making investments has to reflect in its income statement by 31 Jan 2023,01-06-2022,Neutral
Royal Enfield Hunter 350 Variants Revealed - Rear Drum Brake Available. The Upcoming Hunter Will Be Accessible For Short Riders And Women,01-06-2022,Neutral
"OPEC members discussed removing Russia from its monthly supply quota agreement, WSJ reported. Here's what analysts say could happen to global oil supply.",01-06-2022,Neutral
This was the car showcased at the 2020 Auto Expo,01-06-2022,Neutral
"Manufacturers say the govt plan will make cars more expensive, and will require the re-engineering of vehicles. But experts say the cost argument may not be accurate — and in any case, lives are priceless.",01-06-2022,Negative
"The Ambassador car which was once king of streets is expected to be launched in India in a very new avatar, says Media reports.",01-06-2022,Neutral
"Some of India's biggest banks are in discussions about setting up 'buyer platforms' to let their customers place orders for goods and services over the Open Network for Digital Commerce (ONDC), which the Indian government soft-launched in April, the sources told Reuters.",01-06-2022,Neutral
The bank's board of directors met on June 2nd to consider certain rights available to Yes Bank under the terms and conditions of the medium-term note program set up for an amount of $1 billion.,02-06-2022,Neutral
"Germany's largest trade union, IG Metall union. Tesla has a staff of around 4,000 in Germany and plans to expand the workforce to 12,000.",02-06-2022,Neutral
Comes as the government attempts to improve efficiencies and reduce compliance burden,02-06-2022,Positive
"Twitter user Sassalox has taken to Twitter to ask Terra's founder Do Kwon, if it is time for LUNA3 following the Plunge of LUNA2, which has gone down 66%",02-06-2022,Negative
Banks are ramping up branch networks and sprucing up service quality to attract new customers.HDFC Bank is looking to double its branch count over the coming 3-4 years,02-06-2022,Positive
"Petroleum products (52.71%), Electronic goods (41.46%) and RMG of all Textiles (22.94%) led the way in high increase in exports during May 2022, the government statement said",02-06-2022,Positive
"The all-new upcoming midsize SUV, which has been codenamed YFG by Maruti Suzuki, has been spotted again.",02-06-2022,Neutral
"Vijay Kedia, whose portfolio comprises small and mid-caps, says he is an insecure investor",02-06-2022,Neutral
"Royal Enfield is expected to launch a street friendly version of Meteor 350 very soon in India, says reports.",02-06-2022,Neutral
The merger is expected to sustain the growth momentum of HDFC Bank. The bank's senior management team has shared better visibility on the strategic merger and its benefits during their analysts' meet.,02-06-2022,Positive
Digital Currency Group (DCG) CEO Barry Silbert expressed doubt over the company's New York expansion if a crypto mining ban became law.,03-06-2022,Negative
BMW RR 310 Launch Will Take Place On 15th July. The Bike Gets Nearly The Same Design Of The TVS Apache RR 310 With RR Tag,03-06-2022,Neutral
"To regain the lead in the subcompact SUV segment, the country’s largest automotive manufacturer Maruti Suzuki India Limited (MSIL) is all set to introduce the newest iteration of its highly successful SUV Brezza. And according to recent sources, some of the dealers of the brand across the nation have already begun taking reservations for the",03-06-2022,Positive
"NEW DELHI, June 3",03-06-2022,Neutral
"Bitcoin has slumped nearly 36% this year and is currently trading around $29,000- its lowest level since late-2020.",03-06-2022,Negative
"The development comes as Elon Musk said last month that the Twitter deal was ""temporarily on hold"", while he sought more information about the proportion of fake accounts on the platform.",03-06-2022,Neutral
The Reserve Bank of India believes that the emergence of central bank-issued digital currencies will mark an end to private cryptocurrencies.,03-06-2022,Neutral
"RBI found non-compliance with the directions issued by RBI, inter-alia, to the extent the bank linked certain floating rate retail loans and floating rate loans to Micro and Small Enterprises, extended by it on or after October 01, 2019, to MCLR instead of an external benchmark.",03-06-2022,Neutral
"Bulls or Bears? Wall Street vs. Main Street puts together leading analysts and regular metals investors to find out where they think gold is headed next week. Picked up and quoted by other leading news organizations, this feature has become a cornerstone for the industry and an indicative benchmark.",03-06-2022,Positive
What has led to the sell-off by foreign portfolio investors? Does it affect the ongoing economic recovery?,04-06-2022,Negative
Tata Motors EV subsidiary Tata Passenger Electric Mobility Limited (TPEML) and Ford India Private Limited (FIPL) have recently signed a Memorandum of Understanding with the Government of Gujarat for the potential acquisition of FIPL’s Sanand vehicle manufacturing facility.,04-06-2022,Neutral
Federal Reserve interest rate hikes are a primary headwind for Bitcoin and the digital asset market this year.,04-06-2022,Negative
Acsia has signed a contract with Garmin and set the ball rolling for the project..BMW cars. acsia technologies bmw tieup. car infotainment. technopark companies news. jijimon chandran,04-06-2022,Neutral
"The RBI's rate setting panel will follow it up with a 0.35% hike in rates at the next review in August, or make it into a 0.50% hike next week and a 0.25% increase in August, to make the total quantum of rate hikes at 0.75%",04-06-2022,Neutral
2023 Mercedes-Benz GLC is expected to go on sale sometime next year in India and it gets a myriad of changes mainly on the feature front,04-06-2022,Neutral
"UltraTech Cement Ltd is a large cap company in the cement industry with a market cap of ₹163,931.84 Crore. The company's Board of Directors has approved a cement capacity increase of 22.6 million tonnes at a cost of Rs129 billion, which the company plans to finish by FY25.",04-06-2022,Positive
DIPAM has already shot down a proposal by NMDC to delay divestment process,04-06-2022,Negative
Leading brokerage firm has recommended investors to buy the stock of Himatsingka Seide Ltd. for good returns. The companys revenue has grown by 2.5% Y-o-Y to Rs 764.8 crore with stable capacity utilization for terry towels Q-o-Q and marginal fall in capacity utilization of sheeting division.,04-06-2022,Positive
Two-wheeler firm in talks with PE firms to fund electric mobility arm’s expansion.TVS could use the proceeds of the fundraising to create new EV and battery manufacturing facilities,05-06-2022,Neutral
"Unable to afford exorbitant school fees in one go, many parents are opting to pay in instalments to third-party non-banking finance companies (NBFCs) and fintechs. These companies started partnering with schools at the start of the pandemic in 2020. An executive at a fintech firm said that high fees charged by schools and a lack of flexibility in payment prompted them to",05-06-2022,Negative
"The order lists offshore entities and details of transactions in linked bank accounts adding up to over Rs 800 crore. This figure, sources said, was calculated on the basis of the current rupee-dollar exchange rate.",05-06-2022,Neutral
Elon Musk has initiated a mass exodus at Tesla with a return-to-office ultimatum this week.,05-06-2022,Neutral
"Supply chain disruptions, safety concerns have forced manufacturers to reassess their products.Experts said the fall in registrations points to muted sentiment and may not last beyond June-July",05-06-2022,Negative
India’s largest automotive event ‘Auto Expo’ is scheduled for 2023 (January) and we are all excited for it.,05-06-2022,Positive
"The country’s second-largest automaker Tata Motors recently delivered 51 electric vehicles (9 Tigor EVs, 39 Nexon EVs, and 3 Nexon EV MAX) in Nagpur at once. The delivery festival of these EVs took place in the presence of Transport Minister Nitin Gadkari, who handed over the keys to the customers. The ceremony, which was held",05-06-2022,Neutral
"If the shareholder – management logjam doesn’t end by June 30, RBI may step in",05-06-2022,Neutral
"Although Tata Nexon EV Max has a claimed range of 437 km, the real world numbers would be different. We have seen the same in the past with other EVs. Here we have a video where two Tata Nexon EV Max SUVs are taken out for a real world range test.",05-06-2022,Neutral
Two players will shape the next phase of commercial aviation—IndiGo and the Tatas.The Tatas’ recent actions pivot around the objective of bringing greater order to a diverse house of four airlines. The group may merge its airlines to create a player of might.,05-06-2022,Neutral
The company’s stock has been rising at a time when shares of many consumer firms have been hammered.Many analysts are disappointed that ITC’s efforts to diversify into other verticals have not paid off and that it still depends on cigarettes to drive revenue growth,06-06-2022,Negative
"The lawyers say that based on Twitter’s latest correspondence, Musk believes the company is resisting and thwarting his information rights under the April merger agreement.",06-06-2022,Neutral
"Ahead of its official debut, the dimensions, engine specs, and variant details have been leaked.",06-06-2022,Neutral
The BSNL broadband plans- Rs 749 and Rs 999 offer a speed of 100-150 Mbps along with the free subscription to OTT services.,06-06-2022,Neutral
"Three drive modes- Eco, sport and normal",06-06-2022,Neutral
The shares of Life Insurance Corporation of India (LIC) hit all time low at Rs 777.40 apiece on the BSE at the closing with a loss of 2.86% and with todays fall the total market capitalization has also fallen below Rs 5 lakh crore.,06-06-2022,Negative
"LIC recorded a significant decline in valuation on June 6 with market cap dropping below ₹5 lakh crore. Although, LIC continues to hold the seven largest company title in terms of market cap on BSE.",06-06-2022,Neutral
Let's take a look at the top three bestselling compact SUVs in India last month,06-06-2022,Positive
"The deal size, given the market cap of Metropolis and its operations across the country, could be at least $1 billion ( ₹7,765 crore)",06-06-2022,Neutral
"Following a week of negative price action, Bitcoin rebounded to $31,500 on Monday. Ethereum rose by 6.7% but eGold price stood on negative side.",06-06-2022,Positive
Warns of legal action to block sale of FRL assets to Reliance Retail as part of a $3.4-billion deal,07-06-2022,Negative
The bipartisan bill on crypto regulation released on Tuesday already raises many a doubt in investors’ mind. At the centre of the bill’s recommendations is the plan to regulate various cryptocurrencies in separate categories.,07-06-2022,Neutral
"Flipkart Wholesale caters to 1.5 mn clients, including kiranas, hotels, cafeterias, offices and institutions",07-06-2022,Neutral
"Before the official launch, the engine details and dimensions of the upcoming Citroen C3 has leaked online. Citroen C3 SUV will compete with likes of Maruti Brezza, Tata Nexon, Hyundai Venue, Kia Sonet in the segment.",07-06-2022,Neutral
Firm valued at $1.1 billion in funding round led by Westbridge and GSV Ventures,07-06-2022,Neutral
Senior Technical Analyst Jim Wyckoff prepares investors with an overview of how the markets opened and closed. What moved metal prices? How do the technicals look? By looking at important developments,07-06-2022,Neutral
"Surfshark’s physical servers in India will be shut down before the new law comes into power. Until then, users will be able to connect to servers in India as usual. After the new regulations come into effect, Surfshark, like ExpressVPN, will introduce virtual Indian servers – which will be physically located in Singapore and London.",07-06-2022,Neutral
Programs provide students across campuses in India an opportunity to gain and apply Machine Learning skills making them industry ready for science careers,07-06-2022,Positive
The new PMV Ease-E (pronounced as ‘easy’) is designed on the lines of new-generation global micro electric vehicles like Citroen AMI and MG E200.,07-06-2022,Neutral
HDFC Bank has hiked its MCLR by 60 basis points since the Monetary Policy Committee (MPC) hiked the benchmark policy rate by 40 basis points in early May,07-06-2022,Neutral
May 2022 UV Sales - All The Top-sellers Face MoM De-growth. Maruti Suzuki XL6 Was The Least Affected When It Comes To MoM De-growth,08-06-2022,Negative
"Maruti Suzuki produces 1,60,459 passenger vehicles in May 2022",08-06-2022,Neutral
"Agency tells payment gateways, banks to freeze accounts of around 100 fintech firms without ascribing reason",08-06-2022,Neutral
"Govt. well-geared to cope with challenges of managing inflation, growth, fiscal balances and the Rupee, says V. Anantha Nageswaran",08-06-2022,Neutral
A lack of new term supply deals with Rosneft may push Indian refiners to turn to the spot market for more expensive oil,08-06-2022,Negative
"Shares in Credit Suisse turned sharply higher on Wednesday afternoon, with traders citing an Inside Paradeplatz report that U.S-based State Street is planning a takeover bid for the troubled lender, though some in the industry doubt the claim.",08-06-2022,Positive
"'080’ is the trunk dial code of Bengaluru and the airport has a small library, movie screening area, bar counters, buffet setups and other amenities for passengers.",08-06-2022,Neutral
May 2022 SUV Sales - MG Astor Clinches 7th Spot Displacing 7 Cars. Mahindra Scorpio Gains Lost Ground With 144 Percent Growth,08-06-2022,Negative
"Last month, the Hero launched Splendor Xtec in the Indian market. It is priced at Rs. 73,000 ex-showroom. Now, Hero has launched the first TVC of the Splendor+ Xtec.",08-06-2022,Neutral
"Ethereum merge is simply the transition of the network's current system of proof-of-work (PoW) to proof-of-stake (PoS). After the Merge, rewards will go",08-06-2022,Neutral
Terraform Labs and Terra creator Do Kwon were ordered on June 8 to comply with a probe by the U.S. Securities and Exchange Commission (SEC).,09-06-2022,Neutral
"India's scrappage policy was introduced as a means to get older, polluting vehicles off the road by enabling easy recycling via authorised scrapyards, increasing fees for re-registration of old vehicles and by introducing lower taxes (and discounts) on registration of new vehicles if the buyer had scrapped his old vehicle. Loosely modeled on the United",09-06-2022,Neutral
We reveal the top three popular mid-size SUVs that were sold in the country last month,09-06-2022,Neutral
"Exports could face significant headwinds from rising uncertainty and volatility in the global economy primarily because of the spike in commodity prices, especially crude oil after Russia invaded Ukraine",09-06-2022,Negative
"Outsourcing firms have benefited from the digitization that accelerated during the Covid-19 pandemic, driving a wave of deals",09-06-2022,Positive
"The 27th Annual General Meeting of the TCS begins. This virtual AGM is being conducted through video-conferencing, allowing shareholders from different cities to interact with the management and get their questions answered.",09-06-2022,Neutral
"With Ford Endeavour now gone, Toyota Fortuner's biggest rival right now is the recently launched Jeep Meridian. Today, we compare both the SUVs and find out which one should you buy.",09-06-2022,Neutral
"The RBI has proposed linking credit cards to the Unified Payments Interface (UPI), beginning with the National Payments Corporation of India’s (NPCI’s) RuPay credit cards. Is this a precursor to bringing Buy Now Pay Later (BNPL) services under regulatory fold? Mint examines.",09-06-2022,Neutral
This is the fourth time in a month that HDFC has hiked its home loan rates,09-06-2022,Positive
LIC shares have remained below the issue price since the day of listing and had touched a low of ₹708.70 and a high of ₹920.,10-06-2022,Negative
"The consumer price index or CPI increased 8.6% from a year earlier, US Labor Department data showed",10-06-2022,Neutral
"Centre currently holds 45.48% stake in the bank, while LIC owns 49.24%.",10-06-2022,Neutral
"On Friday, the Sensex plunged by 1,016.84 points to settle at 54,303.44, just below the 55,000-level, while the Nifty fell 276.30 points to close at 16,201.80, 4.85 per cent near its 52-week low. So far in 2022, the Nifty and Sensex are down more than 8%.",10-06-2022,Negative
"Volkswagen finally launched the Virtus in the Indian market. Before Virtus, Skoda launched its Slavia which shares a lot of components and underpinnings with the Virtus. We do know what both the sedans share so today, we list the differences between sedans.",10-06-2022,Neutral
"Stock price of LIC touched a low of ₹708.7 on the stock exchanges, after listing at ₹872 last month, even as the issue price was fixed at ₹949 apiece",10-06-2022,Neutral
"Such teachers who left wouldn't be able to return to Allen ""in this lifetime, as long as I'm here,"" Brajesh Maheshwari said in the video.",10-06-2022,Neutral
"RoboticWares Pvt. Ltd, which runs logistics management company FarEye, has become the latest venture capital",10-06-2022,Neutral
The move could also help in the evolution of entities which focus on running bankrupt firms as the distressed asset market in India matures,10-06-2022,Positive
Emerges as the second bestseller for the second time in the last six months,10-06-2022,Positive
R Subramaniakumar is a veteran Banker with 40 years of experience. He has worked with many renowned public sector banks. He was an Executive Director at Indian Bank and Indian Overseas Bank. He also held the position of Managing Director & CEO of Indian Overseas Bank.,11-06-2022,Neutral
To be available in five variant options,11-06-2022,Neutral
DeFi giant Liso introduced a new proposal to curb the potential fallout from crash in staked Ethereum (stETH),11-06-2022,Negative
Volkswagen is all set to launch its all-electric car-ID.4 in India by 2023. It will compete with the likes of Hyundai Ioniq 5 and Kia EV6.,11-06-2022,Neutral
"Nithin Kamath, the founder and CEO of Bengaluru-based digital trading company Zerodha, feels that owing to TDS and taxation announced on cryptocurrency, crypo investors got lucky.",11-06-2022,Positive
The production for Hindustan Ambassador stopped back in 2014 and even today there are several well-maintained examples of the same available in India. We have featured some of them on our website as well. Here we have a video where a vlogger shares his experience of buying a Mark 2 Hindustan Ambassador and his future plans with it.,11-06-2022,Neutral
Why has the market watchdog said it is difficult to regulate such currencies? What is the status of the bill?,11-06-2022,Neutral
"‘Employees who quit are refusing to consider counter offers by employers, they seek space for creativity, innovation’",11-06-2022,Neutral
"Lido Staked Ethereum (stETH), a staked, DeFi variant of Ethereum, has diverged sharply from the latter in the past 48 hours.",11-06-2022,Neutral
Now users will be able to add their credit cards (including the Rupay credit cards) on UPI platforms like Google Pay.,11-06-2022,Neutral
"SBI will be aiming to sell bonds to augment its capital base, chairman Dinesh Khara said",12-06-2022,Neutral
The case pertains to production sharing contracts of Tapti and Panna-Mukta oil fields.The matter dates back to 2010 when companies dragged the govt to arbitration over cost recovery provisions and other dues.,12-06-2022,Neutral
"Society of Indian Automobile Manufacturers recently released the total sales volume of the automakers in the country and it reveals that total passenger vehicle (PVs) sales in May 2022 rose by 185 per cent year-on-year (YoY) to 251,052 units.",12-06-2022,Positive
"With markets so volatile, HNIs and retail traders could suffer shock in coming weeks, say experts",12-06-2022,Negative
‘We will get to near zero net automotive debt by FY24’,12-06-2022,Neutral
"Vkusno & tochka reopened on Sunday in Pushkin Square in what was McDonald's first restaurant in Soviet Moscow in 1990, when it sold as many as 30,000 burgers, but the queue outside the restaurant was much smaller than three decades ago",12-06-2022,Neutral
"Tata Elxsi Ltd (TEL) is an IT company with a market capitalization of ₹53,547.15 crore. Tata Elxsi shares have risen from ₹3809.60 to ₹8,576, resulting in a multibagger return of 125.12 per cent in one year.",12-06-2022,Positive
"The month of June will be noteworthy for debit and credit card holders since the Reserve Bank of India (RBI) has legislated the introduction of tokenisation of card transactions, with a deadline of June 30, 2022.",12-06-2022,Neutral
There has been a significant rise in the popularity of cruiser bikes (under 350cc) in India in the last few decades.,12-06-2022,Positive
"Recently, an incident in China has gone viral and we cannot help ourselves to praise the built quality of Tesla cars.",12-06-2022,Negative
"The pandemic and new options before consumers have left India’s credit card market at a crossroads.‘Buy now, pay later’ companies, the latest to enter the credit business, are luring card customers away. BNPL has quickly grown to a market size of ₹36,300 crore in India.",13-06-2022,Positive
"Drop attributed to weak demand, stock pile-up, poor export offers",13-06-2022,Negative
"Former white house director of communications and founder of Skybridge Capital, Anthony Scaramucci in a CNBC squawk box interview,  shared his thoughts on",13-06-2022,Neutral
"Mint Evening Digest: Read top business news, equity market precursors, and economic and banking news updates from India and across the world for 13 June 2022",13-06-2022,Neutral
"Mahindra Scorpio N will be launched on June 27, 2022 in India and is the biggest upgrade in the nameplate's twenty-year history",13-06-2022,Positive
The Royal Enfield Hunter 350 is the upcoming motorcycle that is scheduled for launch (by the company) in India in 2022.,13-06-2022,Neutral
Bitcoin’s monthly Relative Strength Index (RSI) has hit its lowest point on record amid an ongoing market volatility.,13-06-2022,Negative
Two colours of the Maruti Suzuki Vitara Brezza were spotted - a red one with a black roof and a blue version having a black roof,13-06-2022,Neutral
Analysts expect the stock to remain under pressure in the near term,13-06-2022,Negative
Some traders are even speculating the Fed on Wednesday may raise its key short-term interest rate by three-quarters of a percentage point.,13-06-2022,Neutral
State improves global ranking from 20th to fourth,14-06-2022,Positive
"Manuj Khurana, policy and business development executive at Tesla in India, was hired in March 2021 and played a key role in forming a domestic market-entry plan for the U.S. carmaker in the country.",14-06-2022,Neutral
"Bears Pounce on Crypto Markets: Why is Cryptocurrency Price Falling? What Should Investors Do? Bitcoin, the world's largest cryptocurrency, has shed most of its gains to scale an 18-month low by being at the $22,000 levels on Tuesday, June 4.",14-06-2022,Negative
"This is the second major meltdown of the crypto market within a month. Given the overall negative risk sentiment, a reversal of fortune seems unlikely soon. In this latest crash, the crypto market's value slumped under $1 trillion for the first time since January 2021.",14-06-2022,Negative
"Marking a major consolidation in the e-commerce enablement industry, Shiprocket has agreed to acquire Pickrr for around $200 million",14-06-2022,Neutral
"Gautam Adani, chairman, Adani Group said, he is confident the company will produce the world's least expensive green hydrogen",14-06-2022,Positive
"Coinbase CEO Brian Armstrong said today that the company will reduce its workforce by 18% — nearly 1,100 people — to “stay healthy during this economic downturn.” The crypto exchange, which went public last year with share prices touching the $350 mark, has lost momentum and is trading at nearly $52 per share with a […]",14-06-2022,Negative
"Based on Glassnode data about Bitcoin (BTC) wallet activity, an on-chain analyst demonstrates one metric that inches closer to 12-year low",14-06-2022,Neutral
"Claws its way to positive territory after falling as much as 7.3pc to $20,816 — its lowest since December 2020.",14-06-2022,Negative
"RBI said that banks and financial institutions have been found to have violated instructions which mandate that for projects undertaken by government owned entities, ‘term loans should be sanctioned only for corporate bodies’",14-06-2022,Neutral
The edtech startup made at least 10 acquisitions for a cumulative transaction value of around $2.5 billion in 2021.,15-06-2022,Neutral
"Head of MicroStrategy remains bullish on Bitcoin, despite suffering huge losses on its BTC investment",15-06-2022,Positive
The CEO of Microstrategy has debunked the rumor that his company is facing a margin call and will have to sell a lot of its bitcoins.,15-06-2022,Negative
"India has added 15.4 gigawatts renewable power capacity in 2021, third highest globally after China and the United States, the report said",15-06-2022,Positive
"The yen, pushed to a 24-year low against the dollar as it’s caught between a hawkish Fed and dovish Bank of Japan, will be in the cross-hairs of macro traders once more",15-06-2022,Neutral
Two sets of inflation numbers released this week show divergent trends in wholesale and retail inflation. | Latest News India,15-06-2022,Neutral
The first aircraft is likely to be inducted by first half of 2023,15-06-2022,Neutral
Last month Ather raised $128 million in its Series E round of funding from National Investment and Infrastructure Fund Ltd’s Strategic Opportunities Fund and Hero MotoCorp,15-06-2022,Neutral
Grover was removed from BharatPe after being accused of financial irregularities,15-06-2022,Neutral
The loss of cricket means the company may now have trouble reaching its goal of 260 million global Disney+ subscribers.,15-06-2022,Negative
"Elon Musk, Tesla, and Spacex are being sued over claims that they are engaged in a dogecoin ""crypto pyramid scheme (aka Ponzi scheme).""",16-06-2022,Negative
"A few weeks ago, Skoda announced that they will be fitting the Slavia with a new 8-inch touchscreen infotainment system. This system replaces the larger Skoda's 10-inch unit. Here, are some pictures of the new system.",16-06-2022,Neutral
"Sony and Honda, which are two reputed companies in their own segments, have entered into an agreement to manufacture electric cars in the near future.",16-06-2022,Neutral
Doha: Hamad International Airport has been named the World s Best Airport for the second year running. The announcement took placeat the2022 World Air...,16-06-2022,Positive
"Hamad International Airport has been named as the World’s Best Airport for the second year running, announced at the 2022 World Airport Awards held in Paris",16-06-2022,Positive
The RBI had barred Mastercard Asia / Pacific Pte from on-boarding new domestic customers last year,16-06-2022,Neutral
"The rally that followed the US Fed’s decision fizzled out, with the S&P 500 down 3%, on pace for its lowest since December 2020",16-06-2022,Negative
"Security deposit for cylinder, pressure regulator increased; customers need to set aside ₹850 more",16-06-2022,Neutral
"Debit and credit cardholders beware! Come July 1, your card details will get erased from e-commerce sites, apps and OTT platforms",16-06-2022,Neutral
Tesla CEO Elon Musk said that the company will have to let go 10 per cent of the work force as he was concerned about the country's economy.,16-06-2022,Negative
"According to executives, crypto firms hold a large part of their treasury in cryptocurrencies, which have reduced in value due to the market’s downturn.",17-06-2022,Negative
"The discount of ₹50 is available to those investors who are applying for the scheme online, and the payment against the application is made through digital mode.",17-06-2022,Neutral
"Telcos lost 7 million active subscribers in April, the sharpest decline in the past 10 months, due to SIM consolidation or users switching off second SIMs, sector watchers noted.",17-06-2022,Negative
"As the Twitter drama unfolded, another report emerged that Musk had paid $250,000 to a flight attendant to quash a potential sexual harassment lawsuit against him.",17-06-2022,Neutral
"After a brutal week for markets, Fed Chair Jerome Powell will testify before Congress about the central bank's increasingly aggressive plan to fight inflation.",17-06-2022,Neutral
"With that, LIC shares on June 17 closed at ₹654.70 apiece down by ₹14.50 or 2.17% on BSE. At the current price level, LIC's market cap stands at ₹4,14,097.60 cror",17-06-2022,Neutral
Norton V4SV is powered by a 1200 cc V4 engine capable of generating a maximum power output of 187.5 hp and a peak torque of 125 Nm,17-06-2022,Neutral
"Expanding crypto market gives opportunity to scammers, with the largest crypto Ponzi scam in India costing its victims billions of dollars.",17-06-2022,Positive
"Deltatech Gaming Limited, the parent company of poker platform Adda52, has filed its draft red herring prospectus (DRHP) with",17-06-2022,Neutral
"Meta CEO Mark Zuckerberg announced today that the company is launching a digital designer clothing store called the ""Meta Avatars Store.""",17-06-2022,Neutral
Tesla has been eyeing the Indian auto market for the past few years but has been unwilling to comply with the Centre's conditions to sell the popular EV range.,18-06-2022,Negative
Read below to learn more about the key differences between the Hyundai Venue and the Maruti Suzuki Vitara Brezza,18-06-2022,Neutral
"The upcoming Hyundai Alcazar CNG has been spied once again, and we believe its launch in the Indian market could happen soon",18-06-2022,Neutral
"On the subject of upcoming stock splits in 2022 India or upcoming split shares 2022, Navkar Urbanstructure and Ashnisha Industries' shareholders and new investors should be informed of the stock split or split share that is approaching in the next week of June.",18-06-2022,Neutral
American billionaire hedge fund manager Lee Cooperman does not see the ongoing bear market cycle subsiding - at least in the foreseeable,18-06-2022,Negative
"Following the government's decision to drop import duties on edible oils, Adani Wilmar, one of India's top Fast Moving Consumer Goods (FMCG) food companies, lowered the price of its edible oils by ₹10 on Saturday.",18-06-2022,Negative
"Hyundai is one such manufacturer. According to a report that has surfaced online, Hyundai is currently planning or working on an EV that will be launched in India. What makes this EV attractive is the fact that it will be a small EV and will be affordable as well.",18-06-2022,Positive
On-chain data analytics site Glassnode disclosed today that world's second largest stable coin USDC is gaining traction as crypto investors seem to prefer,18-06-2022,Positive
Revenue from Shiba Inu's community-driven initiatives good idea,19-06-2022,Positive
"The two subsidiaries of Larsen & Toubro had last month announced a mega-merger to create an efficient and scaled-up IT services provider, exceeding $3.5 billion in combined revenue",19-06-2022,Positive
El Salvador's President Nayib Bukele has chimed in on the ongoing Bitcoin bear market and concerns that the country's BTC holdings are in the red due to the,19-06-2022,Negative
"The president of El Salvador has some advice for bitcoin investors. He believes that BTC investments are safe and will ""immensely grow.""",19-06-2022,Positive
